season,episode,actor,dialogue
9,14,PHIL,"Oh, my God!"
9,14,JERRY,"Hey, neighbor."
9,14,GEORGE,All right. I'm gonna try givin' them fifty-five dollars each... What do you think?
9,14,ELAINE,"Give me forty, you'll never see me again."
9,14,ELAINE,"So, what are you gonna do? Are you gonna live here, or are you gonna move out, or what?"
9,14,JERRY,"Ah, I'll just take the fire escape to get in and out of the building."
9,14,GEORGE,"So, what's in the cooler?"
9,14,KRAMER,"Oh. Well, would you look at that. I guess I forgot to lock it."
9,14,JERRY,You mean it was open? We desecrated a pet cemetery for nothing?
9,14,KRAMER,"Well, this is one for the books, huh, Jerry?... Reeeally one for the books!"
9,15,GEORGE,When are they gonna learn that any news about China is an instant page-turner?  What's that?
9,15,JERRY,It's a Wizard electronic organizer for my dad. I'm goin' to Florida for his birthday.
9,15,GEORGE,How much was it?
9,15,JERRY,Two hundred. But I'll tell him it's fifty. He doesn't care about the gift. He gets excited about the deal.
9,15,GEORGE,Where are you gettin' a Wizard for fifty dollars?
9,15,JERRY,"Ah, I'll tell him I got it on the street, and maybe it's hot. That's his favorite."
9,15,GEORGE,I got a message from the Rosses at work today.
9,15,JERRY,Susan's parents? When's the last time you talked to them?
9,15,GEORGE,"At the funeral, give or take. You know, deep down, I always kinda felt that they blamed me for Susan's death."
9,15,JERRY,"Why, because you picked out the poision envelopes? That's silly."
9,15,ELAINE,"Oh, um... Darryl. These are... people I know. Jerry, George."
9,15,DARRYL,"Nice meeting you. Ah, I gotta run, Elaine. I'll see you later."
9,15,ELAINE,OK.
9,15,JERRY,Still no Puddy?
9,15,ELAINE,"Uh, I think his answering machine's broken, so I just gave up. Well, what do you think?"
9,15,JERRY,What? About you datin' a black guy? What's the big deal?
9,15,ELAINE,What black guy?
9,15,JERRY,"Darryl. He's black, isn't he?"
9,15,ELAINE,He is?
9,15,GEORGE,"No, he isn't."
9,15,JERRY,"Isn't he, Elaine?"
9,15,ELAINE,You think?
9,15,GEORGE,I thought he looked Irish.
9,15,JERRY,What's his last name?
9,15,ELAINE,Nelson.
9,15,GEORGE,That's not Irish.
9,15,JERRY,I think he's black.
9,15,GEORGE,Should we be talkin' about this?
9,15,ELAINE,I think it's OK.
9,15,GEORGE,"No, it isn't."
9,15,JERRY,Why not?
9,15,GEORGE,"Well, it would be OK if Darryl was here."
9,15,JERRY,If he's black.
9,15,ELAINE,Is he black?
9,15,JERRY,Does it matter?
9,15,ELAINE,"No, course not. I mean, I'd just like to know."
9,15,JERRY,"Oh, so you need to know?"
9,15,ELAINE,"No, I don't need to know. I just think it would be nice if I knew."
9,15,WAITRESS,Should I take that?
9,15,JERRY,"Uh, one second."
9,15,ELAINE,"Oh, here."
9,15,GEORGE,"Uh, yeah. Hang on. Just... yeah."
9,15,GEORGE,"Uh, Mrs. Ross? It's-it's George."
9,15,MRS. ROSS,"Uh, who?"
9,15,GEORGE,"George Costanza. Susan's, uh, friend? Long time no speak."
9,15,MR. ROSS,We're all out of lime juice. I told that woman to buy more.
9,15,MRS. ROSS,"Uh, George, the Susan Ross Foundation is having an event this weekend."
9,15,GEORGE,"Oh, I just, uh, leased a house out in the Hamptons, and I have got to get out there this weekend and sign the papers."
9,15,MR. ROSS,I'm goin' back to bed.
9,15,MRS. ROSS,"Thank you for calling, George."
9,15,GEORGE,"Oh, sure. I mean, after all, you we're almost my, uh... OK, I gotta go."
9,15,JERRY,House in the Hamptons?
9,15,GEORGE,"Well, you know, I've been lyin' about my income for a few years. I figured I could afford a fake house in the Hamptons."
9,15,KRAMER,We'll.
9,15,JERRY,Hey.
9,15,KRAMER,"Well, grab a cigar, boys. Yeah. It's time to celebrate."
9,15,JERRY,Wow. What are we celebrating?
9,15,KRAMER,"Uh, you remember my coffee table book?"
9,15,JERRY,With the little legs?
9,15,KRAMER,That's the one. A big Hollywood so-and-so optioned it for a movie.
9,15,GEORGE,How are they gonna make that book into a movie?
9,15,KRAMER,You remember that photo book on toy ray guns?
9,15,GEORGE,Yeah?
9,15,KRAMER,Independence Day?
9,15,GEORGE,Oh.
9,15,JERRY,How much are they payin' you?
9,15,KRAMER,Let's just say that I don't have to worry about working for a while. A long while.
9,15,JERRY,That's funny because I haven't seen you working for a while. A long while.
9,15,KRAMER,"Yeah, and you're not going to, because I'm hanging it up. Boys, I'm retiring."
9,15,JERRY,From what?
9,15,KRAMER,"From the grind. I mean, who needs it? I mean, I've accomplished everything I've set out to do."
9,15,JERRY,What's that?
9,15,KRAMER,"Oh, I bought myself a little retirement gift. Gold watch."
9,15,JERRY,Ooh!
9,15,GEORGE,Ooh!
9,15,KRAMER,"Well, it's not really gold."
9,15,JERRY,Aww.
9,15,GEORGE,Aww.
9,15,ELAINE,Hey.
9,15,DARRYL,Hey.
9,15,ELAINE,Great music.
9,15,DARRYL,"Oh, it's my neighbor. They blast that stuff twenty four hours a day. I hate it."
9,15,DARRYL,"Yo, you! Turn it down!"
9,15,ELAINE,"Oh, wow, these are nice. Do they have any cultural significance?"
9,15,DARRYL,They're... African.
9,15,ELAINE,Right. African.
9,15,DARRYL,"Well, not Africa, actually. South Africa."
9,15,ELAINE,South Africa.
9,15,DARRYL,"My family used to live there, but, uh, we got out years ago, for obvious reasons. You know how it is."
9,15,ELAINE,Maybe.
9,15,GEORGE,"You must hate hot dogs, huh? Or else, you, uh, you really like 'em and that's why you, you do this."
9,15,GEORGE,"I'll tell ya, if I had one of these things, I'd be eatin' hot dogs all the time."
9,15,VENDER,Are you gonna buy a hot dog or not?
9,15,GEORGE,Mmm... no.
9,15,MORTY,"Rise and shine, sleepy head! Ha ha!"
9,15,JERRY,It's 530 in the morning!
9,15,HELEN,We let you sleep in.
9,15,JERRY,"Well, as long as I'm up. Dad, I got you a birthday present. Here. Happy Birthday."
9,15,MORTY,"Aw, Jerry. I should be buyin' you presents."
9,15,JERRY,What does that mean?
9,15,HELEN,Leave your father alone. It's his birthday.
9,15,MORTY,Oooh! Heh heh! It's a radar detector.
9,15,JERRY,Radar detector? I've never seen you go over twenty miles an hour. You're like the Grand Marshall of the Rose Bowl Parade. It's a Wizard organizer.
9,15,MORTY,This looks like too much money.
9,15,JERRY,"Nah, I got it from a guy on the street. It was, like, fifty bucks."
9,15,MORTY,You think it's hot?
9,15,JERRY,Could be.
9,15,MORTY,"Attaboy! Helen, Jerry got me a hot Wizard computer!"
9,15,HELEN,I'm right here.
9,15,JERRY,"And you can do everything with it. You can get e-mail, fax, there's a calculator."
9,15,MORTY,"So, I can use it in the restaurant to figure out the tip?"
9,15,JERRY,"Yeah, I guess. But the really cool thing is the daily planner."
9,15,MORTY,"Helen, we got into restaurants and figure out the tips."
9,15,HELEN,"Jerry, you're getting your father too excited."
9,15,KRAMER,"Hey, buddy. When'd you get here?"
9,15,JERRY,"Kramer, what are you doing here?"
9,15,KRAMER,I told you I was retiring. I moved in next door.
9,15,HELEN,"Mr. Kornstein died, and it's a beautiful apartment."
9,15,KRAMER,"Yeah, your, uh, folks said it was for rent, so I jumped on it."
9,15,JERRY,"Kramer, you can't live down here. This is where people come to die."
9,15,JERRY,Not you. Older people.
9,15,HELEN,Don't eat cookies for breakfast! I'll fix you something. How 'bout a feta cheese omelette?
9,15,KRAMER,"Mmmm, that sounds great, Mom."
9,15,JERRY,"If you feed him, he'll never leave."
9,15,HELEN,We don't have any feta. How about cottage cheese and Egg Beaters?
9,15,KRAMER,I guess.
9,15,JERRY,I can't believe this.
9,15,KRAMER,"I know, I know. Don't I look more relaxed?"
9,15,ELAINE,"So, George, do you have any thoughts on this Darryl situation?"
9,15,GEORGE,"Actually, I did have a thought."
9,15,ELAINE,Oh.
9,15,GEORGE,Why don't you just ask him?
9,15,ELAINE,"Because, if I ask him, then it's like I really want to know."
9,15,GEORGE,"Maybe he's, um... mixed."
9,15,ELAINE,Is that the right word?
9,15,GEORGE,I really don't think we're supposed to be talkin' about this.
9,15,ELAINE,Yeah.
9,15,GEORGE,I'm just gonna go to the bathroom.
9,15,ELAINE,"You know what, I'm leavin'."
9,15,GEORGE,Yeah.
9,15,ELAINE,"I'll just talk to Jerry when he gets back. Oh. Mrs. Ross, Mr. Ross."
9,15,MRS. ROSS,"Oh, you're George's friend."
9,15,MR. ROSS,"We saw him in the city this weekend. Uh, what happened to his place in the Hamptons?"
9,15,ELAINE,"The Hamptons? George Costanza? I, uh... I don't think so. Have a good one."
9,15,GEORGE,Rosses.
9,15,MR. ROSS,"George, we we're just talking about you."
9,15,GEORGE,"Well, sorry I missed that, uh, charity thing. But this was one of those truly glorious Hampton weekends that you always hear about."
9,15,MRS. ROSS,Really?
9,15,GEORGE,"Yeah, I may move out there. I mean it, I'll do it! OK, I'll see ya later. Keep it real!"
9,15,MORTY,"Another fine meal, and now for my Wizard tip calculator."
9,15,JERRY,"Dad, it's got lots of other functions."
9,15,MORTY,Don't worry. I'll get to the other functions. I can't get it open.
9,15,HELEN,Yay! Jerry got it open.
9,15,MORTY,The service was slow. And God forbid they should refill the water. How does 12.4% sound?
9,15,JERRY,"Well, your tip is four dollars and thirty-six point six six six six cents."
9,15,MORTY,We'll round down.
9,15,HELEN,"Jerry, it was so nice of you to come down here on your father's birthday. You've helped take his mind off the condo elections."
9,15,JERRY,"Oh, right. You can't run for condo president because you we're impeached at the other condo."
9,15,MORTY,I was never impeached! I resigned!
9,15,HELEN,"Even so, the press would bury him!"
9,15,JERRY,What press?
9,15,HELEN,"The condo newsletter, the Boca Breeze."
9,15,MORTY,Pinko Commie rag.
9,15,OLD MAN,"Hey, Morty. Your boy here, he just got a date with that young aquacise instructor."
9,15,JERRY,She's fifty.
9,15,OLD MAN,You know what he's got? He's got charisma. That's my man.
9,15,KRAMER,"All right, I'll see you guys."
9,15,OLD MAN,Yeah.
9,15,KRAMER,Yeah.
9,15,KRAMER,"Morty, what're you lookin' at?"
9,15,MORTY,"I'll tell you what I'm looking at the next condo president of Del Boca Vista, Phase Three."
9,15,KRAMER,Hmm.
9,15,DARRYL,"Elaine, thank you for the Wizard!"
9,15,DARRYL,"Wow, it's got so many functions."
9,15,ELAINE,"Yeah, yeah. Forget about all that. First thing is first. Warranty information. Name, we know that. Uh, hobbies. Skiing, racquetball..."
9,15,DARRYL,"Well, I don't do that stuff."
9,15,ELAINE,"It doesn't matter, it doesn't matter, it doesn't matter. Um. Oh, here's one race."
9,15,DARRYL,Isn't that optional?
9,15,ELAINE,It certainly should be. It's nobody's damn business! But they really would like to know.
9,15,DARRYL,"All right, I'm... Asian."
9,15,ELAINE,What?
9,15,DARRYL,Just to mess with 'em.
9,15,ELAINE,laughing awkwardly Oh. Right. Good one.
9,15,DARRYL,"Average income, uh... over a hundred thousand."
9,15,ELAINE,Really?
9,15,DARRYL,Does that matter?
9,15,ELAINE,"No, but... it is very nice to know."
9,15,JERRY,So did you figure out Darryl's... you know.
9,15,ELAINE,"Ah, I've given up. So, now we're going to a bunch of Spanish restaurants. I figure that'll cover us either way."
9,15,JERRY,You're a master of race relations.
9,15,ELAINE,"Hey, so Kramer's running for president of the condo?"
9,15,JERRY,"Yeah, it's all my father's doing."
9,15,JERRY,He wants to install Kramer in a puppet regime and then wield power from behind the scenes. Preferably from the sauna in the clubhouse.
9,15,ELAINE,"Oh, heh heh heh. Who are they running against?"
9,15,JERRY,Common sense and a guy in a wheelchair.
9,15,GEORGE,Jerry?
9,15,ELAINE,He's still down with his folks.
9,15,GEORGE,What are you doin' here?
9,15,JERRY,"(overhearing the other two Elaine, Elaine--"
9,15,ELAINE,I'm gettin' his mail.
9,15,JERRY,"Oh, no."
9,15,GEORGE,He asked you to get the mail?
9,15,ELAINE,Mm-hmm.
9,15,GEORGE,"Jerry, why is Elaine getting your mail?"
9,15,JERRY,"George, listen to me. I have a very important job for you. I want you to come by twice a day and flush the toilet so the gaskets don't dry out and leak."
9,15,ELAINE,What?
9,15,GEORGE,What about the mail?
9,15,JERRY,"This is far more important. You must exercise the gaskets, George."
9,15,GEORGE,"All right, Jerry. I'll do it. See ya."
9,15,GEORGE,"So, I ran into the Rosses again."
9,15,ELAINE,"Oh, right, at the coffee shop. Where did they get the idea that you have a place in the Hamptons?"
9,15,GEORGE,From me.
9,15,ELAINE,What did you say?
9,15,GEORGE,I told them I have a place in the Hamptons. What did you say?
9,15,ELAINE,I told them you didn't. And I laughed and I laughed.
9,15,GEORGE,"So, they knew? Those liars!"
9,15,ELAINE,But you lied first.
9,15,GEORGE,"Yeah, but they let me go on and on all about the Hamptons, they never said a thing! You don't let somebody lie when they know you're lying. You call them a liar!"
9,15,ELAINE,Like you're a liar!
9,15,GEORGE,Yes. Thank you! Is that so hard?
9,15,ELAINE,"So, this is over, not over? I'm bettin', not over."
9,15,GEORGE,"Hmm-hmm, not by a long shot. I'm calling up the Rosses and inviting them up to my non-existent place in the Hamptons. Then we'll see who blinks first."
9,15,ELAINE,Haven't you done enough to these people?
9,15,GEORGE,"This is not about them. Now, if you'll excuse me, I have to exercise Jerry's gaskets."
9,15,KRAMER,"Vote for Kramer. Cosmo Kramer. I'm running for condo president. I'd like your vote. Thanks. Remember, ma'am, a vote for me, is a vote for Kramer."
9,15,OLD WOMAN,Will you cut my meat?
9,15,KRAMER,Gladly.
9,15,WAITRESS,Coffee?
9,15,DARRYL,Sure.
9,15,WAITRESS,Are you black? Or should I bring some cream.
9,15,DARRYL,"I'm black. Oh, you know what? Bring a little cream. Did you hear that?"
9,15,ELAINE,What?
9,15,DARRYL,"God, there are still people who have trouble with an interracial couple."
9,15,ELAINE,Interracial? Us?
9,15,DARRYL,Isn't that unbelievable!?
9,15,ELAINE,"Yes, it's awful! They're upset because we're an interracial couple. That is racism!"
9,15,DARRYL,I don't feel like eating.
9,15,ELAINE,"Me neither. Well, maybe this turkey club."
9,15,GEORGE,So... here I am. Ready to take you to the Hamptons.
9,15,MRS. ROSS,Sounds grand.
9,15,GEORGE,Do you have your bathing suits?
9,15,MR. ROSS,It's March.
9,15,GEORGE,"Speak now, or we are headed to the Hamptons. It's a two-hour drive. Once you get in that car, we are going all the way... to the Hamptons. All right, you wanna get nuts? Come on. Let's get nuts!"
9,15,JERRY,"Hey, Dad. You know you can program this thing to beep every time you need to take a vitamin. Dad, you look so different."
9,15,KRAMER,"Oh, no. We're campaigning, Jerry. To rule the people, one... must walk among them."
9,15,MORTY,This is the home stretch. Tomorrow's the election!
9,15,KRAMER,"Right. Yeah. The polls close after dinner, three o'clock. But then when we win, the celebration goes all night until the break of eight p.m."
9,15,JERRY,"You know, you can put that whole schedule right in your daily planner."
9,15,MORTY,Daily what?
9,15,HELEN,Have you read today's Boca Breeze?
9,15,KRAMER,"Hey, look at that. Picture of me, huh?  Candidate Cosmo Kramer caught barefoot in clubhouse."
9,15,MORTY,Barefoot in the clubhouse? Don't you realize this is against the rules.
9,15,KRAMER,"Well, I couldn't find my shoes."
9,15,JERRY,"Kramer, these people work and wait their whole lives to move down here, sit in the heat, pretend it's not hot, and enforce these rules."
9,15,HELEN,Who wants hot chocolate?
9,15,KRAMER,"Oh, yeah! Me."
9,15,MORTY,This is a huge scandal! We need damage control.
9,15,KRAMER,"All right, look. People seem to like those tip calculators, huh?"
9,15,JERRY,Wizards!
9,15,KRAMER,"Yeah, we'll, how 'bout if we give one out to every member on the condo board."
9,15,JERRY,Kramer...
9,15,MORTY,There are twenty people on the board. Thank God you can get that deal.
9,15,KRAMER,"Payoffs. Now we're playin' politics. All right, what do we next, Morty, huh? Wiretaps, slush funds?"
9,15,MORTY,"First, I need a nap."
9,15,HELEN,"Oh, I'll get your electric blanket!"
9,15,JERRY,"Kramer, I can't get that many Wizards."
9,15,KRAMER,"Well, what about your deal, huh?"
9,15,JERRY,I didn't have a deal! They're two hundred dollars a pop. What do I do?
9,15,KRAMER,"Well, don't worry about it. I know a guy."
9,15,JERRY,Down here?
9,15,KRAMER,"Yeah, Bob Saccamano's father."
9,15,MRS. ROSS,Tell us more.
9,15,GEORGE,You want to hear more? The master bedroom opens into the solarium.
9,15,MR. ROSS,Another solarium?
9,15,GEORGE,"Yes, two solariums. Quite a find. And I have horses, too?"
9,15,MR. ROSS,What are their names?
9,15,GEORGE,Snoopy and Prickly Pete. Should I keep driving?
9,15,MRS. ROSS,"Oh, look, an antique stand. Pull over. We'll buy you a housewarming gift."
9,15,GEORGE,"Housewarming gift. All right, we're taking it up a notch!"
9,15,WAITRESS,Here you go.
9,15,ELAINE,Long day?
9,15,WAITRESS,"Yeah, I just worked a triple shift."
9,15,ELAINE,"I hear ya, Sister."
9,15,WAITRESS,Sister?
9,15,ELAINE,Yeah. It's OK. My boyfriend's black. Here he is. See?
9,15,DARRYL,"Hi, Elaine."
9,15,ELAINE,Hey.
9,15,WAITRESS,He's black?
9,15,ELAINE,Yeah.
9,15,DARRYL,I'm black?
9,15,ELAINE,Aren't you?
9,15,WAITRESS,I'll give you a couple minutes to decide.
9,15,DARRYL,What are you talking about?
9,15,ELAINE,You're black. You said we we're an interracial couple.
9,15,DARRYL,We are. Because you're Hispanic.
9,15,ELAINE,I am?
9,15,DARRYL,Aren't you?
9,15,ELAINE,No. Why would you think that?
9,15,DARRYL,"Your name's Benes, your hair, and you kept taking me to those Spanish restaurants."
9,15,ELAINE,That's because I thought you we're black.
9,15,DARRYL,Why would you take me to a Spanish restaurant because I'm black?
9,15,ELAINE,I don't think we should be talking about this.
9,15,DARRYL,"So, what are you?"
9,15,ELAINE,I'm white.
9,15,DARRYL,"So, we're just a couple of white people?"
9,15,ELAINE,I guess.
9,15,DARRYL,Oh.
9,15,ELAINE,Yeah. So do you want to go to the Gap?
9,15,DARRYL,Sure.
9,15,KRAMER,"Oh, we'll... I handed out all the Wizards. Polls close in one hour. Whoo hoo hoo! I think we've got this baby all sewn up, huh? Oh, uh, there was an extra one. Norman Burgerman, he won't be leavin' any tips where he is."
9,15,JERRY,Aw.
9,15,MORTY,"Congratulations, Mr. President."
9,15,KRAMER,"Congratulations, Mr. Puppet Master."
9,15,OLD MAN,"Hey, Morty, what's wrong with these tip calculators?"
9,15,MORTY,What are you talking about?
9,15,OLD MAN,It's overtipping. I just left five bucks for a BLT.
9,15,MORTY,"This isn't a Wizard, it's a Willard."
9,15,JERRY,"A Willard? Saccamano, Sr. screwed me!"
9,15,OLD MAN #2,Mine doesn't have a seven!
9,15,OLD MAN #3,I'm ruined!
9,15,MORTY,"Jerry, why didn't you get them Wizards?"
9,15,JERRY,Because a real Wizard's two hundred dollars.
9,15,MORTY,You didn't have a deal?
9,15,JERRY,No deal. Not hot.
9,15,OLD MAN,"Morty, you, and Kramer, you're finished."
9,15,KRAMER,What?
9,15,OLD MAN,Everyone vote for the guy in the wheelchair.
9,15,KRAMER,"Well, the people have spoken. Well, that's it for me. I'm, I'm headin' back to New York."
9,15,JERRY,"Dad, I'm sorry."
9,15,MORTY,You should be! How could you spend two hundred dollars on a tip calculator?!
9,15,JERRY,It does other things!
9,15,MR. ROSS,"Where are we, George?"
9,15,GEORGE,Almost there.
9,15,MR. ROSS,"Well, this is the end of Long Island. Where's your house?"
9,15,GEORGE,"We, uh, we go on foot from here."
9,15,MR. ROSS,All right.
9,15,GEORGE,There's no house! It's a lie! There's no solarium. There's no Prickly Pete. There's no other solarium.
9,15,MR. ROSS,We know.
9,15,GEORGE,"Then, why? Why did you make me drive all the way out here? Why didn't you say something? Why? Why? Why?"
9,15,MRS. ROSS,"We don't like you, George."
9,15,MR. ROSS,And we always blamed you for what happened to Susan.
9,15,GEORGE,Oh.
9,15,MR. ROSS,All right! Let's head back.
9,16,PUDDY,"Alright, be careful with the car, babe."
9,16,ELAINE,"Yeah, yeah."
9,16,PUDDY,"And don't move the seat, I got it right where I like it."
9,16,ELAINE,Goodbye?
9,16,PUDDY,"Two and ten, babe."
9,16,ELAINE,Okay.
9,16,PUDDY,Don't peel out.
9,16,ELAINE,I won't.
9,16,ELAINE,Jesus?
9,16,KRUGER,"According to our latest quarterly thing,Kruger Industrial Smoothing is heading into the red. Or the black, or whatever the bad one is. Any thoughts?"
9,16,GEORGE,"Well, I know when I'm a little strapped, I sometimes drop off my rent check having forgotten to sign it. That could buy us some time."
9,16,KRUGER,"Works for me. Good thinking, George."
9,16,CO,"-WORKER #1Alright, George."
9,16,CO,-WORKER #2Way to go man.
9,16,GEORGE,"Or we don't even send the check and then when they call, we pretend we're the cleaning service. Heh heh. `Hello? I sorry, no here Kruger.`"
9,16,KRUGER,"Are you done? Silly voices, c'mon people, let's get real."
9,16,CO,-WORKER #1Good one.
9,16,CO,-WORKER #2That was bad.
9,16,GEORGE,"I had 'em, Jerry. They loved me."
9,16,JERRY,And then?
9,16,GEORGE,I lost them. I can usually come up with one good comment during a meeting but by the end it's buried under a pile of gaffs and bad puns.
9,16,JERRY,"Showmanship, George. When you hit that high note, you say goodnight and walk off."
9,16,GEORGE,I can't just leave.
9,16,JERRY,That's the way they do it in Vegas.
9,16,GEORGE,You never played Vegas.
9,16,JERRY,I hear things.
9,16,ELAINE,Here's one. I borrowed Puddy's car and all the presets on his radio we're Christian rock stations.
9,16,GEORGE,I like Christian rock. It's very positive. It's not like those real musicians who think they're so cool and hip.
9,16,ELAINE,"So, you think that Puddy actually believes in something?"
9,16,JERRY,"It's a used car, he probably never changed the presets."
9,16,ELAINE,"Yes, he is lazy."
9,16,JERRY,Plus he probably doesn't even know how to program the buttons.
9,16,ELAINE,"Yes, he is dumb."
9,16,JERRY,So you prefer dumb and lazy to religious?
9,16,ELAINE,"Dumb and lazy, I understand."
9,16,GEORGE,Tell you how you could check.
9,16,ELAINE,How?
9,16,GEORGE,"Reprogram all the buttons, see if he changes them back. You know? The old switcheroo."
9,16,JERRY,"No, no, the old switcheroo is you poison your drink then you switch it with the other person's."
9,16,GEORGE,"No, it's doing the same thing to someone that they did to you."
9,16,JERRY,"Yeah, Elaine's gonna do the same thing to Puddy's radio that the radio did to her."
9,16,GEORGE,We'll that's the gist of it!
9,16,ELAINE,Quiet! So where is this Sophie?
9,16,JERRY,"Oh, she's picking me up in a few minutes."
9,16,ELAINE,How long have you two been together?
9,16,JERRY,"I dunno. Since the last one. Oh, here she is. You wanna meet her?"
9,16,ELAINE,Nah.
9,16,GEORGE,Nah.
9,16,GEORGE,"By the way, how did Puddy get back in the picture?"
9,16,ELAINE,I needed to move a bureau.
9,16,KRAMER,"Hey Jerry, you got any pepper?"
9,16,MICKEY,Hey Jerry.
9,16,JERRY,Hey Mickey. Check the pepper shaker.
9,16,KRAMER,"Yeah. See? It should sound like that, something like that."
9,16,MICKEY,Aah-choo.
9,16,KRAMER,"A little wetter. See, I didn't believe it."
9,16,JERRY,What's with the fake sneezing?
9,16,KRAMER,"Yeah, we're going down to Mt. Sinai Hospital, See they hire actors to help the students practice diagnosing."
9,16,MICKEY,They assign you a specific disease and you act out the symptoms. It's an easy gig.
9,16,JERRY,Do medical schools actually do this?
9,16,KRAMER,"We'll the better ones. Alright, let's practice retching."
9,16,KRAMER,HUAAHHH!!
9,16,MICKEY,HUAAHHH!!
9,16,JERRY,I think the phone is ringing.
9,16,KRAMER,HUAAHHH!!
9,16,MICKEY,HUAAHHH!!
9,16,JERRY,"Would you hold it a second?! Thank you, will you get out of here with that stuff?"
9,16,KRAMER,"Mickey, DTs."
9,16,JERRY,Hello?
9,16,SOPHIE,Hey. It's me.
9,16,JERRY,Elaine?
9,16,SOPHIE,"No, it's me."
9,16,JERRY,George??
9,16,SOPHIE,"Jerry, it's Sophie. I can't believe you don't recognize my voice."
9,16,JERRY,"Oh, I knew it was you, I was joking. I'm a comedian."
9,16,KRAMER,You got any Ipecac?
9,16,JERRY,"Ipecac? Kramer, I really think you guys are going too far with this."
9,16,KRAMER,"No, Mickey, he swallowed twelve aspirin."
9,16,JERRY,Did he overdose?
9,16,KRAMER,"No, it's just too much."
9,16,KRUGER,"...And it gets worse. The team working on the statue in Lafayette Square kind of over-smoothed it. They ground the head down to about the size of a softball, and that spells trouble."
9,16,GEORGE,"Alright, we'll why don't we smooth the head down to nothing, stick a pumpkin under it's arm and change the nameplate to Ichabod Crane?"
9,16,GEORGE,Alright! That's it for me. Goodnight everybody.
9,16,DR. WEXLER,In your packet you will find the disease you have been assigned and the symptoms you will need to exhibit.
9,16,MICKEY,Bacterial Meningitis. Jackpot!
9,16,KRAMER,Gonorrhea? You wanna trade?
9,16,MICKEY,"Sorry buddy, this is the `Hamlet`of diseases. Severe pain, nausea, delusions, it's got everything."
9,16,MAN,Sure.
9,16,KRAMER,"Okay, what do you got?"
9,16,MAN,The surgeon left a sponge inside me.
9,16,KRAMER,Good luck with that.
9,16,GEORGE,I knew I had hit my high note so I thanked the crowd and I was gone.
9,16,JERRY,What did you do the rest of the day?
9,16,GEORGE,"I saw `Titanic`. So that old woman, she's just a liar, right?"
9,16,JERRY,And a bit of a tramp if you ask me.
9,16,ELAINE,Hello boys.
9,16,GEORGE,"Hey, so, did you give that radio the old switcheroo?"
9,16,ELAINE,I did.
9,16,GEORGE,And the Christian rock?
9,16,ELAINE,"Ressurected! And look what I pried off of his bumper, a Jesus fish!"
9,16,GEORGE,"Jerry, do you have any fishsticks?"
9,16,JERRY,No. So you're disappointed he's a spiritual person?
9,16,ELAINE,"We'll yeah, I got him because he seemed so one-dimensional, I feel misled."
9,16,GEORGE,I think it's neat. You don't hear that much about god anymore.
9,16,JERRY,"I hear things. Hey, so Sophie gave me the `It's me`on the phone today."
9,16,ELAINE,`It's me?`Isn't it a little premature?
9,16,JERRY,I thought so.
9,16,ELAINE,Hah. She's not a `me`. I'm a `me`.
9,16,GEORGE,"I'm against all `it's me`s. So self-absorbed and egotistical, it's like those hip musicians with their complicated shoes!"
9,16,KRAMER,"Well, I got gonorrhea."
9,16,ELAINE,That seems about right.
9,16,KRAMER,That's what they gave me.
9,16,GEORGE,They? The Government?
9,16,JERRY,"No, no. He's pretending he's got gonorrhea so med students can diagnose it."
9,16,KRAMER,"And it's a waste of my talent. It's just a little burning. Mickey, he got bacterial meningitis."
9,16,GEORGE,"I guess there are no small diseases, only small actors."
9,16,GEORGE,Alright that's it for me. Good night everybody.
9,16,ELAINE,What was that?
9,16,JERRY,"Showmanship, George is trying to get out on a high note."
9,16,KRAMER,"See, showmanship. Maybe that's what my gonorrhea is missing."
9,16,JERRY,Yes! Step into that spotlight and belt that gonorrhea out to the back row.
9,16,KRAMER,"Yes, yes I will! I'm gonna make people feel my gonorrhea, and feel the gonorrhea themselves."
9,16,STUDENT #1,And are you experiencing any discomfort?
9,16,KRAMER,Just a little burning during urination.
9,16,STUDENT #1,"Okay, any other pain?"
9,16,KRAMER,"The haunting memories of lost love. May I?  Lights?  Our eyes met across the crowded hat store. I, a customer, and she a coquettish haberdasher. Oh, I pursued and she withdrew, then she pursued and I withdrew, and so we danced. I burned for her, much like the burning during urination that I would experience soon afterwards."
9,16,STUDENT #1,Gonorrhea?!
9,16,KRAMER,Gonorrhea!
9,16,JERRY,One message. Hope it's not from you.
9,16,ANSWERING MACHINE,"`Hey Jerry, it's me. Call me back.`"
9,16,JERRY,Sophie.
9,16,GEORGE,She's still doing that?
9,16,JERRY,Yep.
9,16,GEORGE,"Alright, I'll tell you what you do. You call her back and give her the `it's me`, heh? Pull the old switcheroo."
9,16,JERRY,I think that's a `what's good for the goose is good for the gander`.
9,16,GEORGE,"What the he'll is a gander, anyway?"
9,16,JERRY,"It's a goose that's had the old switcheroo pulled on it. Hi Sophie, it's me."
9,16,SOPHIE,Hey Raef.
9,16,JERRY,She thinks it's someone named Raef.
9,16,GEORGE,"Good, let her think it."
9,16,JERRY,"So, what's going on?"
9,16,SOPHIE,Not a lot.
9,16,GEORGE,"Ask about you, ask about you."
9,16,JERRY,"So, uh, how are things with Jerry?"
9,16,SOPHIE,"Oh, I really like him but, we'll, I still haven't told him the tractor story."
